"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Stencil: papel térmico, impressoras, transfer e fixadores","Spirit Tattoo / ReproFX","Classic Thermal 11\""","não publicado","papel térmico / stencil","","folha térmica 11\""; largura exata não publicada na página","","não publicado","","não aplicável","não aplicável","linha publicada como “11\""”; quantidade não publicada na página consultada","transferência térmica de stencil; uso em impressoras térmicas, confirmar compatibilidade dimensional","Presença comercial: distribuidor listado pela Spirit no Brasil (Electric Ink); especificação confirmada: linha e formato pelo fabricante","Spirit Classic Thermal 11\""","família/modelo","Fonte técnica modelada","papel térmico / stencil","spirit tattoo / reprofx","classic thermal 11\""","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Spirit Tattoo / ReproFX","Classic Thermal 14\""","não publicado","papel térmico / stencil","","folha térmica 14\""; largura exata não publicada na página","","não publicado","","não aplicável","não aplicável","linha publicada como “14\""”; quantidade não publicada na página consultada","transferência térmica de stencil; uso em impressoras térmicas, confirmar compatibilidade dimensional","Presença comercial: distribuidor listado pela Spirit no Brasil (Electric Ink); especificação confirmada: linha e formato pelo fabricante","Spirit Classic Thermal 14\""","família/modelo","Fonte técnica modelada","papel térmico / stencil","spirit tattoo / reprofx","classic thermal 14\""","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Spirit Tattoo / ReproFX","Classic Thermal Transparent Stencils / Clear Cut","não publicado","papel térmico / stencil transparente","","folha superior transparente; compatível com todas as impressoras térmicas, segundo fabricante","","não publicado","","não aplicável","não aplicável","caixa com 25 unidades térmicas transparentes","stencil de alta visibilidade para facilitar posicionamento, cover-up e preenchimento detalhado; fabricante informa produto skin-safe, vegano e estável em prateleira","Presença comercial: revendedores listados pela Spirit, incluindo Electric Ink no Brasil; especificação confirmada: 25 unidades, compatibilidade e características pelo fabricante","Spirit Classic Thermal Transparent Stencils","família/modelo","Fonte técnica modelada","papel térmico / stencil transparente","spirit tattoo / reprofx","classic thermal transparent stencils / clear cut","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","S8 Tattoo","S8 Red Thermal Paper","não publicado","papel térmico / stencil vermelho","","folha térmica vermelha; tamanho e espessura não publicados na página consultada","","não publicado","","não aplicável","não aplicável","50 unidades e 100 unidades, variações publicadas no catálogo S8","papel para impressora térmica e stencil; S8/Spirit confirmam compatibilidade com impressora S8; “uso usual, confirmar com fabricante” para outros duplicadores","Presença comercial brasileira não confirmada; especificação confirmada quanto à cor e às apresentações 50/100","S8 Red Stencil Paper; Spirit duplicadores recomendados","família/modelo","Referência técnica — validar Brasil/SKU","papel térmico / stencil vermelho","s8 tattoo","s8 red thermal paper","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","H2Ocean","Aquatat Tattoo Healing Ointment","não publicado na página consultada","Pomada/bálsamo pós-tatuagem","","Pomada fina, à base de petrolato","","","","","","No Extreme Kit: 1,75 oz; avulsa: fabricante publica faixa de US$ 5–20, sem tamanho único confirmado no trecho","No Extreme Kit, camada muito fina nos dois primeiros dias; fabricante a associa a redução de descamação/coceira, especialmente em áreas secas; não extrapolar para indicação médica","Especificação confirmada; presença no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","pomada/bálsamo pós-tatuagem","h2ocean","aquatat tattoo healing ointment","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Bepanthen","Tattoo Intense Care Ointment","não publicado na fonte de distribuidor consultada","Pomada/creme pós-tatuagem","","Pomada em tubo","","","","","","30 g publicado por distribuidores reconhecidos; Care to Beauty apresenta venda para o Brasil","Distribuidor descreve cuidado intensivo/regeneração de pele tatuada e preservação das cores; confirmar fabricante local, rotulagem brasileira e indicação regulatória antes de vender/aplicar","Presença comercial no Brasil indicada pela página Care to Beauty; especificação de fabricante não validada diretamente no portal brasileiro do fabricante","","família/modelo","Fonte técnica modelada","pomada/creme pós-tatuagem","bepanthen","tattoo intense care ointment","999","999","00099"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","Plastic jar for cups","não publicado","Pote para armazenamento de copos","","pote plástico; capacidade de 1.000 ml","","","","","","1 unidade","Armazenar copos/batoques; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","pote para armazenamento de copos","kwadron","plastic jar for cups","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Hornet","Honey Stencil Gel","não publicado","Preparo de pele; gel de stencil","","gel","","","","","","250 ml","Gel de stencil; indicação derivada do nome/categoria da ficha — uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Hornet Honey","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; gel de stencil","hornet","honey stencil gel","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Proton","Black Label Professional Stencil Primer Airless System","não publicado","Preparo de pele; primer/gel de stencil","","sistema airless","","","","","","250 ml / 8,5 oz","Primer profissional para stencil; cor Black Label publicada; seguir rótulo","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Proton Black Label","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; primer/gel de stencil","proton","black label professional stencil primer airless system","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Proton","Blue Professional Stencil Primer Airless System","não publicado","Preparo de pele; primer/gel de stencil","","sistema airless","","","","","","250 ml / 8,5 oz","Primer profissional para stencil; cor Blue publicada; seguir rótulo","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Proton Blue","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; primer/gel de stencil","proton","blue professional stencil primer airless system","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Proton","Pink Professional Stencil Primer Airless System","não publicado","Preparo de pele; primer/gel de stencil","","sistema airless","","","","","","250 ml / 8,5 oz","Primer profissional para stencil; cor Pink publicada; aplicar somente conforme instruções do rótulo","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Proton Pink","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; primer/gel de stencil","proton","pink professional stencil primer airless system","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Electrum","Skin Prep & Stencil Repositioner","não publicado","Preparo de pele; reposicionador de stencil","","líquido em frasco","","","","","","8 oz / 240 ml","Preparação da pele e reposicionamento de stencil, conforme nome e categoria do distribuidor; seguir instruções do fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Electrum Skin Prep","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; reposicionador de stencil","electrum","skin prep & stencil repositioner","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Stencil Stuff","The Original Stencil Stuff","não publicado","Preparo de pele; solução/gel de stencil","","solução/gel","","","","","","4 oz / 120 ml e 250 ml","Gel/solução para transferência de stencil; aplicação conforme fabricante; não confundir com lubrificante de processo","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — 120 ml; Barber DTS — 250 ml","família/modelo","Referência técnica — validar Brasil/SKU","preparo de pele; solução/gel de stencil","stencil stuff","the original stencil stuff","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Tattoo Goo","Pro Foam Soap","não publicado na página consultada","Sabonete em espuma","","Espuma","","","","","","Não publicado","Uso usual, confirmar com fabricante: limpeza suave de tatuagem; o produto aparece no catálogo oficial, mas a ficha consultada não permitiu confirmar tamanho e indicação detalhada","Existência da linha confirmada; especificação detalhada e presença no Brasil não confirmadas","","família/modelo","Pendente de validação de SKU","sabonete em espuma","tattoo goo","pro foam soap","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Tattoo Goo","Antimicrobial Soap","não publicado na página consultada","Sabonete líquido antimicrobiano","Soft Edge / Curved Magnum","Frasco pump, sem fragrância e sem álcool","","","","","","Frasco pump de 3 oz; a página informa que é a nova embalagem maior","Limpeza profunda de tatuagens e piercings; fabricante orienta tatuagem 2–3 vezes/dia, enxaguar e secar por toque; não confundir com esterilidade","Especificação confirmada; presença no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","sabonete líquido antimicrobiano","tattoo goo","antimicrobial soap","050","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Hustle Butter","Foaming Tattoo Soap","não publicado na página consultada","Sabonete/espuma de limpeza","","Espuma, versão de 7 fl oz e versão de 3,4 fl oz publicadas separadamente","","","","","","3,4 fl oz e 7 fl oz","Fabricante descreve como limpador para manter tatuagem nova limpa e substituto de green soap; uso externo e seguir rótulo","Especificação confirmada; presença no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","sabonete/espuma de limpeza","hustle butter","foaming tattoo soap","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","H2Ocean","Blue Green Foam Soap","não publicado na página consultada","Sabonete/espuma de limpeza pós-tatuagem","Soft Edge / Curved Magnum","Espuma, sem fragrância, à base de água e sal marinho","","","","","","No Extreme Kit: 1,7 oz; tamanho avulso adicional: não publicado na página consultada","Limpeza de secreções, resíduos e bactérias; no kit, fabricante orienta 3–4 aplicações/dia; ingrediente ativo publicado: cloreto de benzalcônio 0,13%","Especificação confirmada; presença no Brasil não confirmada","","família/modelo","Pendente de validação de SKU","sabonete/espuma de limpeza pós-tatuagem","h2ocean","blue green foam soap","050","999","00099"
